position,Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id,spotify_track_id,spotify_uri,spotify_album,spotify_year,curated_year,status,notes
185,Entre dos tierras,Heroes Del Silencio,Senderos De Traición - Edición Especial,HITSTER - DIY,Playlist,ES5089000064,7BYqVvoXpQFhs4jJ0qqNZt,7BYqVvoXpQFhs4jJ0qqNZt,spotify:track:7BYqVvoXpQFhs4jJ0qqNZt,Senderos De Traición - Edición Especial,,1990,pending,
186,Enjoy the Silence - 2006 Remaster,Depeche Mode,Violator (2006 Remaster),HITSTER - DIY,Playlist,GBAJH0600292,1EjQRTG53jsinzk2xlVVJP,1EjQRTG53jsinzk2xlVVJP,spotify:track:1EjQRTG53jsinzk2xlVVJP,Violator (2006 Remaster),,1990,review,Posible remaster/compilación/edición especial; revisar año original para curated_year.
187,Talk,Coldplay,X&Y,HITSTER - DIY,Playlist,GBAYE0500614,4wzt5Rrk3W98pHXAqutuJw,4wzt5Rrk3W98pHXAqutuJw,spotify:track:4wzt5Rrk3W98pHXAqutuJw,X&Y,,2005,pending,
188,Fallin',Alicia Keys,Songs In A Minor (Expanded Edition),HITSTER - DIY,Playlist,USJAY0100057,3unsLiH5FXmaDWtT5Imolu,3unsLiH5FXmaDWtT5Imolu,spotify:track:3unsLiH5FXmaDWtT5Imolu,Songs In A Minor (Expanded Edition),,2001,review,Posible remaster/compilación/edición especial; revisar año original para curated_year.
189,"La, La, La",Massiel,Lo Mejor de Massiel,HITSTER - DIY,Playlist,ES5100300048,1ApXNkjfjxkSDoezO8Kh8g,1ApXNkjfjxkSDoezO8Kh8g,spotify:track:1ApXNkjfjxkSDoezO8Kh8g,Lo Mejor de Massiel,,1968,pending,
190,Do Wah Diddy Diddy,Manfred Mann,Groovin' with Manfred Mann,HITSTER - DIY,Playlist,GBAYE6400100,7gEpTMp9MQc1uJwivtL37R,7gEpTMp9MQc1uJwivtL37R,spotify:track:7gEpTMp9MQc1uJwivtL37R,Groovin' with Manfred Mann,,1964,pending,
191,Pero a tu lado,Los Secretos,Dos Caras Distintas,HITSTER - DIY,Playlist,ES5019509000,3JOXwHPhtdRU3kYKcf64Gj,3JOXwHPhtdRU3kYKcf64Gj,spotify:track:3JOXwHPhtdRU3kYKcf64Gj,Dos Caras Distintas,,1995,pending,
192,Under the Bridge,Red Hot Chili Peppers,Blood Sugar Sex Magik (Deluxe Edition),HITSTER - DIY,Playlist,USWB19901576,3d9DChrdc6BOeFsbrZ3Is0,3d9DChrdc6BOeFsbrZ3Is0,spotify:track:3d9DChrdc6BOeFsbrZ3Is0,Blood Sugar Sex Magik (Deluxe Edition),,1991,review,Posible remaster/compilación/edición especial; revisar año original para curated_year.
193,All of Me,John Legend,Love In The Future (Expanded Edition),HITSTER - DIY,Playlist,USSM11303954,3U4isOIWM3VvDubwSI3y7a,3U4isOIWM3VvDubwSI3y7a,spotify:track:3U4isOIWM3VvDubwSI3y7a,Love In The Future (Expanded Edition),,2013,review,Posible remaster/compilación/edición especial; revisar año original para curated_year.
194,La Gozadera (feat. Marc Anthony),Gente De Zona,Visualízate,HITSTER - DIY,Playlist,USSD11500071,0OMRAvrtLWE2TvcXorRiB9,0OMRAvrtLWE2TvcXorRiB9,spotify:track:0OMRAvrtLWE2TvcXorRiB9,Visualízate,,2015,pending,
195,Dale Don Dale,Don Omar,The Last Don,HITSTER - DIY,Playlist,USUL10401660,1PZrHbJjt5t7dP9OGRxcD0,1PZrHbJjt5t7dP9OGRxcD0,spotify:track:1PZrHbJjt5t7dP9OGRxcD0,The Last Don,,2003,pending,
196,Te he echado de menos - Radio Edit,Pablo Alborán,Pablo Alboran (Deluxe),HITSTER - DIY,Playlist,ES7661200001,59bqZ237MW9CvFRLqu6Dgg,59bqZ237MW9CvFRLqu6Dgg,spotify:track:59bqZ237MW9CvFRLqu6Dgg,Pablo Alboran (Deluxe),,2011,review,Posible remaster/compilación/edición especial; revisar año original para curated_year.
197,Ave María,David Bisbal,Corazón Latino,HITSTER - DIY,Playlist,ES6010200293,5U4pDBaeq2Jl2dKuWWUSsh,5U4pDBaeq2Jl2dKuWWUSsh,spotify:track:5U4pDBaeq2Jl2dKuWWUSsh,Corazón Latino,,2002,pending,
198,Sofia,Alvaro Soler,Eterno Agosto,HITSTER - DIY,Playlist,DEUM71601055,5vj59ONIVbyhcrI8ZSwoRo,5vj59ONIVbyhcrI8ZSwoRo,spotify:track:5vj59ONIVbyhcrI8ZSwoRo,Eterno Agosto,,2016,pending,
199,Me Colé en una Fiesta,Mecano,"Ana, José, Nacho",HITSTER - DIY,Playlist,ES5029700682,4JOsL8WntMIwDeNQlKAwdA,4JOsL8WntMIwDeNQlKAwdA,spotify:track:4JOsL8WntMIwDeNQlKAwdA,"Ana, José, Nacho",,1982,pending,
200,Tequila,The Champs,Go Champ Go,HITSTER - DIY,Playlist,USATV0500278,17qIyxyDWmNP7Rn11eprMt,17qIyxyDWmNP7Rn11eprMt,spotify:track:17qIyxyDWmNP7Rn11eprMt,Go Champ Go,,1958,pending,
201,"Love Is All Around - From ""Four Weddings And A Funeral""",Wet Wet Wet,Picture This (20th Anniversary Edition),HITSTER - DIY,Playlist,GBF089400173,0PCGfA36HrVPmsBZJ57zOU,0PCGfA36HrVPmsBZJ57zOU,spotify:track:0PCGfA36HrVPmsBZJ57zOU,Picture This (20th Anniversary Edition),,1994,review,Posible remaster/compilación/edición especial; revisar año original para curated_year.
202,Every Breath You Take,The Police,Synchronicity (Remastered 2003),HITSTER - DIY,Playlist,GBAAM0201110,1JSTJqkT5qHq8MDJnJbRE1,1JSTJqkT5qHq8MDJnJbRE1,spotify:track:1JSTJqkT5qHq8MDJnJbRE1,Synchronicity (Remastered 2003),,1983,review,Posible remaster/compilación/edición especial; revisar año original para curated_year.
203,Sirenas,Taburete,Dr. Charas,HITSTER - DIY,Playlist,SEYOK1647309,4unOsvr9C2NqI9aJXrxpCy,4unOsvr9C2NqI9aJXrxpCy,spotify:track:4unOsvr9C2NqI9aJXrxpCy,Dr. Charas,,2016,pending,
204,Sabor de amor - Versión 1988,Danza Invisible,A Tu Alcance,HITSTER - DIY,Playlist,ES5018865008,6zdXA5yUvKnoTJwyZCnYOM,6zdXA5yUvKnoTJwyZCnYOM,spotify:track:6zdXA5yUvKnoTJwyZCnYOM,A Tu Alcance,,1987,pending,
205,Walk Of Life,Dire Straits,Brothers In Arms,HITSTER - DIY,Playlist,GBF088500675,3Ud6fFep5ZlXzRWw6Sm8no,3Ud6fFep5ZlXzRWw6Sm8no,spotify:track:3Ud6fFep5ZlXzRWw6Sm8no,Brothers In Arms,,1985,pending,
206,DUELE EL CORAZON,Enrique Iglesias,FINAL (Vol.1),HITSTER - DIY,Playlist,USRC11600642,5adqS3stLaSPAEOszOnpXG,5adqS3stLaSPAEOszOnpXG,spotify:track:5adqS3stLaSPAEOszOnpXG,FINAL (Vol.1),,2016,pending,
207,The Locomotion,Little Eva,Llllloco-Motion,HITSTER - DIY,Playlist,GBAYE6200144,5xzdDMhFYiuUONB0Mha9VS,5xzdDMhFYiuUONB0Mha9VS,spotify:track:5xzdDMhFYiuUONB0Mha9VS,Llllloco-Motion,,1962,pending,
208,La flaca,Jarabe De Palo,La Flaca,HITSTER - DIY,Playlist,ES5039600004,2LsbizbOeNa4x6qsi2jAMb,2LsbizbOeNa4x6qsi2jAMb,spotify:track:2LsbizbOeNa4x6qsi2jAMb,La Flaca,,1996,pending,
209,Corazón partío,Alejandro Sanz,Más,HITSTER - DIY,Playlist,ES5159706045,0wQCKR9OFjYu5Kzrk7WivJ,0wQCKR9OFjYu5Kzrk7WivJ,spotify:track:0wQCKR9OFjYu5Kzrk7WivJ,Más,,1997,pending,
210,"See You Later, Alligator",Bill Haley & His Comets,Bill Haley's Greatest Hits,HITSTER - DIY,Playlist,USMC15588995,1s4hyUFWmLWiAamsclb4xA,1s4hyUFWmLWiAamsclb4xA,spotify:track:1s4hyUFWmLWiAamsclb4xA,Bill Haley's Greatest Hits,,1955,review,Posible remaster/compilación/edición especial; revisar año original para curated_year.
211,Zombie,The Cranberries,No Need To Argue (The Complete Sessions 1994-1995),HITSTER - DIY,Playlist,USIR29400443,7EZC6E7UjZe63f1jRmkWxt,7EZC6E7UjZe63f1jRmkWxt,spotify:track:7EZC6E7UjZe63f1jRmkWxt,No Need To Argue (The Complete Sessions 1994-1995),,1994,pending,
212,Y Nos Dieron las Diez,Joaquín Sabina,Fisica Y Quimica,HITSTER - DIY,Playlist,ES5029200072,1eCie6lwjb4crxeAvkRaSi,1eCie6lwjb4crxeAvkRaSi,spotify:track:1eCie6lwjb4crxeAvkRaSi,Fisica Y Quimica,,1992,pending,
213,Como Camarón,Estopa,Estopa,HITSTER - DIY,Playlist,ES5029900147,1VB4sadHjFcFklHcZuoROi,1VB4sadHjFcFklHcZuoROi,spotify:track:1VB4sadHjFcFklHcZuoROi,Estopa,,1999,pending,
214,Las de la Intuición,Shakira,"Fijación Oral, Vol. 1",HITSTER - DIY,Playlist,USSM10501804,3uU6dqBjVKRTPis0RrTaT4,3uU6dqBjVKRTPis0RrTaT4,spotify:track:3uU6dqBjVKRTPis0RrTaT4,"Fijación Oral, Vol. 1",,2005,pending,
215,Nada Fue Un Error,Coti,Coti,HITSTER - DIY,Playlist,ES5700200030,5QhOF5HXgZ0OFUZSE5kEv1,5QhOF5HXgZ0OFUZSE5kEv1,spotify:track:5QhOF5HXgZ0OFUZSE5kEv1,Coti,,2002,pending,
216,¡Chas! Y aparezco a tu lado,Alex Y Christina,Alex Y Christina,HITSTER - DIY,Playlist,ES5158834001,1eRgClFGphd2MgpyIBsbfS,1eRgClFGphd2MgpyIBsbfS,spotify:track:1eRgClFGphd2MgpyIBsbfS,Alex Y Christina,,1988,pending,
217,Got My Mind Set on You,George Harrison,Cloud Nine,HITSTER - DIY,Playlist,GBEXP0300054,3OeUlriM0EZHdWleJtjoVr,3OeUlriM0EZHdWleJtjoVr,spotify:track:3OeUlriM0EZHdWleJtjoVr,Cloud Nine,,1987,pending,
218,María,Ricky Martin,A Medio Vivir,HITSTER - DIY,Playlist,MXF149500003,0QQHPRbgLJJ5XNzJV1l9BW,0QQHPRbgLJJ5XNzJV1l9BW,spotify:track:0QQHPRbgLJJ5XNzJV1l9BW,A Medio Vivir,,1995,pending,
219,Sólo Se Vive una Vez,Azucar Moreno,Mucho Azucar (Grandes Exitos),HITSTER - DIY,Playlist,ES5119901648,5dg7OfEwTVvUZfqt24ObwI,5dg7OfEwTVvUZfqt24ObwI,spotify:track:5dg7OfEwTVvUZfqt24ObwI,Mucho Azucar (Grandes Exitos),,1996,pending,
220,Sweet Home Alabama,Lynyrd Skynyrd,Second Helping (Expanded Edition),HITSTER - DIY,Playlist,USMC17446153,7e89621JPkKaeDSTQ3avtg,7e89621JPkKaeDSTQ3avtg,spotify:track:7e89621JPkKaeDSTQ3avtg,Second Helping (Expanded Edition),,1974,review,Posible remaster/compilación/edición especial; revisar año original para curated_year.
221,Ni tú ni nadie,Alaska Y Dinarama,Deseo Carnal,HITSTER - DIY,Playlist,ES5088408148,7LpS82vPDLgZAHWRtWBBRj,7LpS82vPDLgZAHWRtWBBRj,spotify:track:7LpS82vPDLgZAHWRtWBBRj,Deseo Carnal,,1984,pending,
222,Poker Face,Lady Gaga,The Fame,HITSTER - DIY,Playlist,USUM70824409,5R8dQOPq8haW94K7mgERlO,5R8dQOPq8haW94K7mgERlO,spotify:track:5R8dQOPq8haW94K7mgERlO,The Fame,,2008,pending,
223,Flamenco,Los Brincos,Flamenco,HITSTER - DIY,Playlist,ES5100100269,0Ouv1zi0SXDnFtREEsps4K,0Ouv1zi0SXDnFtREEsps4K,spotify:track:0Ouv1zi0SXDnFtREEsps4K,Flamenco,,1964,pending,
224,Informer,Snow,12 Inches Of Snow,HITSTER - DIY,Playlist,USEW19300006,2LjiPAQOVazT8sRyXL3XRs,2LjiPAQOVazT8sRyXL3XRs,spotify:track:2LjiPAQOVazT8sRyXL3XRs,12 Inches Of Snow,,1993,pending,
225,Sueño Su Boca,Raul,Sueño Su Boca,HITSTER - DIY,Playlist,ES71G1707808,6gMyJAtpnAOU92I9hjpSNe,6gMyJAtpnAOU92I9hjpSNe,spotify:track:6gMyJAtpnAOU92I9hjpSNe,Sueño Su Boca,,2000,pending,
226,Brother Louie,Modern Talking,Ready For Romance,HITSTER - DIY,Playlist,DEC738600004,5zWZ9iNevP0397xB3jWV2z,5zWZ9iNevP0397xB3jWV2z,spotify:track:5zWZ9iNevP0397xB3jWV2z,Ready For Romance,,1986,pending,
227,"Oh, Pretty Woman",Roy Orbison,"Oh, Pretty Woman",HITSTER - DIY,Playlist,USSM16401425,48i055G1OT5KxGGftwFxWy,48i055G1OT5KxGGftwFxWy,spotify:track:48i055G1OT5KxGGftwFxWy,"Oh, Pretty Woman",,1964,pending,
228,Los Chicos Con las Chicas,Los Bravos,Los Chicos Con las Chicas,HITSTER - DIY,Playlist,ES5020100303,1k4kMMTPN5Yc0KdMxtMTuj,1k4kMMTPN5Yc0KdMxtMTuj,spotify:track:1k4kMMTPN5Yc0KdMxtMTuj,Los Chicos Con las Chicas,,1967,pending,
229,Lloverá y yo veré,La Pegatina,Eureka!,HITSTER - DIY,Playlist,ES7311300037,4Tv8mqQc83OsQVXO4I0FTA,4Tv8mqQc83OsQVXO4I0FTA,spotify:track:4Tv8mqQc83OsQVXO4I0FTA,Eureka!,,2013,pending,
230,A Tu Vera,Lola Flores,La Inimitable,HITSTER - DIY,Playlist,ES7580501052,4awJGQ6TIS542X4XS7PWu7,4awJGQ6TIS542X4XS7PWu7,spotify:track:4awJGQ6TIS542X4XS7PWu7,La Inimitable,,1962,pending,
231,Desesperada,Marta Sánchez,Mujer,HITSTER - DIY,Playlist,ES5709904443,20WaSPMyeIO7NntPpn1FM5,20WaSPMyeIO7NntPpn1FM5,spotify:track:20WaSPMyeIO7NntPpn1FM5,Mujer,,1993,pending,
232,"Relax, Take It Easy",MIKA,Life In Cartoon Motion,HITSTER - DIY,Playlist,USC7R0600114,0KM2y796j63t5RHhvRUxld,0KM2y796j63t5RHhvRUxld,spotify:track:0KM2y796j63t5RHhvRUxld,Life In Cartoon Motion,,2006,pending,
233,Déjame,Los Secretos,Los Secretos,HITSTER - DIY,Playlist,ES5700401147,74anwTmdyvA3f8RUtCQqKD,74anwTmdyvA3f8RUtCQqKD,spotify:track:74anwTmdyvA3f8RUtCQqKD,Los Secretos,,1981,pending,
234,Orinoco Flow,Enya,"Themes From ""Calmi Cuori Appassionati""",HITSTER - DIY,Playlist,GBAHT8802584,0Fyj9w0HVfjoxm9S8nGClt,0Fyj9w0HVfjoxm9S8nGClt,spotify:track:0Fyj9w0HVfjoxm9S8nGClt,"Themes From ""Calmi Cuori Appassionati""",,1988,pending,
235,Upside Down,Diana Ross,Diana,HITSTER - DIY,Playlist,USMO18000379,57Y3UccJEJqT8w8RWkUAz0,57Y3UccJEJqT8w8RWkUAz0,spotify:track:57Y3UccJEJqT8w8RWkUAz0,Diana,,1980,pending,
236,Rolling in the Deep,Adele,21,HITSTER - DIY,Playlist,GBBKS1000335,4OSBTYWVwsQhGLF9NHvIbR,4OSBTYWVwsQhGLF9NHvIbR,spotify:track:4OSBTYWVwsQhGLF9NHvIbR,21,,2010,pending,
237,Chica de ayer,Nacha Pop,Nacha Pop,HITSTER - DIY,Playlist,ES5088003778,4chpfrjIqrOPshlDU4ZrKe,4chpfrjIqrOPshlDU4ZrKe,spotify:track:4chpfrjIqrOPshlDU4ZrKe,Nacha Pop,,1980,pending,
238,You're So Vain,Carly Simon,No Secrets,HITSTER - DIY,Playlist,USEE19900883,2DnJjbjNTV9Nd5NOa1KGba,2DnJjbjNTV9Nd5NOa1KGba,spotify:track:2DnJjbjNTV9Nd5NOa1KGba,No Secrets,,1972,pending,
239,Don't Speak,No Doubt,Tragic Kingdom,HITSTER - DIY,Playlist,USIR19500279,7H8zey5My6uNdD2TxeCb9F,7H8zey5My6uNdD2TxeCb9F,spotify:track:7H8zey5My6uNdD2TxeCb9F,Tragic Kingdom,,1995,pending,
240,It's In The Kiss (The Shoop Shoop Song),Betty Everett,No Place To Hide,HITSTER - DIY,Playlist,USA371129279,35hfuechuOqaW31ogdauO7,35hfuechuOqaW31ogdauO7,spotify:track:35hfuechuOqaW31ogdauO7,No Place To Hide,,1963,pending,
241,Joyride,Roxette,Joyride (Extended Version),HITSTER - DIY,Playlist,SEAMA9079010,1ILbD4eWKWvg8ub5qJyBTP,1ILbD4eWKWvg8ub5qJyBTP,spotify:track:1ILbD4eWKWvg8ub5qJyBTP,Joyride (Extended Version),,1991,review,Posible remaster/compilación/edición especial; revisar año original para curated_year.
242,Ni Una Sola Palabra,Paulina Rubio,Ananda,HITSTER - DIY,Playlist,MXUM70600579,5xXYuYk2CzHfk3kLKYmRRb,5xXYuYk2CzHfk3kLKYmRRb,spotify:track:5xXYuYk2CzHfk3kLKYmRRb,Ananda,,2006,pending,
243,Maneater,Daryl Hall & John Oates,H2O,HITSTER - DIY,Playlist,USRC10301821,7j74lucZ59vqN67Ipe2ZcY,7j74lucZ59vqN67Ipe2ZcY,spotify:track:7j74lucZ59vqN67Ipe2ZcY,H2O,,1982,pending,
244,The Ketchup Song (Aserejé) - Spanish Version,Las Ketchup,Hijas del Tomate,HITSTER - DIY,Playlist,ES5110204055,0aGKNekx2JAxGzza802fnC,0aGKNekx2JAxGzza802fnC,spotify:track:0aGKNekx2JAxGzza802fnC,Hijas del Tomate,,2002,pending,
245,Campanera,Ana Maria,"Raices de la Canción Española, Vol. 11",HITSTER - DIY,Playlist,ES5279301501,3Emr4aPhkNoMHPF5N5i6QD,3Emr4aPhkNoMHPF5N5i6QD,spotify:track:3Emr4aPhkNoMHPF5N5i6QD,"Raices de la Canción Española, Vol. 11",,1953,pending,
246,Rehab,Amy Winehouse,Back To Black (Deluxe Edition),HITSTER - DIY,Playlist,GBUM70603730,3N4DI1vuTSX1tz7fa2NQZw,3N4DI1vuTSX1tz7fa2NQZw,spotify:track:3N4DI1vuTSX1tz7fa2NQZw,Back To Black (Deluxe Edition),,2006,review,Posible remaster/compilación/edición especial; revisar año original para curated_year.
247,11 RAZONES,Aitana,11 RAZONES,HITSTER - DIY,Playlist,ES5702002248,4qEHMJyER7OntYTtPsIT1W,4qEHMJyER7OntYTtPsIT1W,spotify:track:4qEHMJyER7OntYTtPsIT1W,11 RAZONES,,2020,pending,
248,Can't Help Falling in Love,Elvis Presley,Blue Hawaii,HITSTER - DIY,Playlist,USRC16101350,44AyOl4qVkzS48vBsbNXaC,44AyOl4qVkzS48vBsbNXaC,spotify:track:44AyOl4qVkzS48vBsbNXaC,Blue Hawaii,,1961,pending,
249,Dancing in the Moonlight,Toploader,Onka's Big Moka,HITSTER - DIY,Playlist,GBBBL9902165,3Fzlg5r1IjhLk2qRw667od,3Fzlg5r1IjhLk2qRw667od,spotify:track:3Fzlg5r1IjhLk2qRw667od,Onka's Big Moka,,1999,pending,
250,Bamboléo,Gipsy Kings,Gipsy Kings,HITSTER - DIY,Playlist,GBARL0700397,3iB8eciGU9vZkaDYkz7Ir9,3iB8eciGU9vZkaDYkz7Ir9,spotify:track:3iB8eciGU9vZkaDYkz7Ir9,Gipsy Kings,,1987,pending,
251,Me Gustas Tu,Manu Chao,Próxima Estación: Esperanza,HITSTER - DIY,Playlist,FR84R0000004,6b37xrsNCWYIUphFBazqD6,6b37xrsNCWYIUphFBazqD6,spotify:track:6b37xrsNCWYIUphFBazqD6,Próxima Estación: Esperanza,,2001,pending,
252,Olvídame y Pega la Vuelta,Pimpinela,Pimpinela,HITSTER - DIY,Playlist,ARF109700617,4FdwRmlzP5KGM7OewGBYiu,4FdwRmlzP5KGM7OewGBYiu,spotify:track:4FdwRmlzP5KGM7OewGBYiu,Pimpinela,,1982,pending,
253,Break My Heart,Dua Lipa,Future Nostalgia,HITSTER - DIY,Playlist,GBAHT1901303,017PF4Q3l4DBUiWoXk4OWT,017PF4Q3l4DBUiWoXk4OWT,spotify:track:017PF4Q3l4DBUiWoXk4OWT,Future Nostalgia,,2020,pending,
254,Contando Lunares (feat. Cruz Cafuné),Don Patricio,La Dura Vida del Joven Rapero,HITSTER - DIY,Playlist,USCGH1926856,6uW0PIRcyZLvkoonm763xD,6uW0PIRcyZLvkoonm763xD,spotify:track:6uW0PIRcyZLvkoonm763xD,La Dura Vida del Joven Rapero,,2019,pending,
255,Respect,Aretha Franklin,I Never Loved a Man the Way I Love You,HITSTER - DIY,Playlist,USAT20801240,7s25THrKz86DM225dOYwnr,7s25THrKz86DM225dOYwnr,spotify:track:7s25THrKz86DM225dOYwnr,I Never Loved a Man the Way I Love You,,1967,pending,
256,Sin documentos,Los Rodriguez,¡Hasta luego!,HITSTER - DIY,Playlist,ES5019364003,6mOZfn6CVXsX1Tt0l3thm3,6mOZfn6CVXsX1Tt0l3thm3,spotify:track:6mOZfn6CVXsX1Tt0l3thm3,¡Hasta luego!,,1993,pending,
257,Shape of You,Ed Sheeran,÷ (Deluxe),HITSTER - DIY,Playlist,GBAHS1600463,7qiZfU4dY1lWllzX7mPBI3,7qiZfU4dY1lWllzX7mPBI3,spotify:track:7qiZfU4dY1lWllzX7mPBI3,÷ (Deluxe),,2017,review,Posible remaster/compilación/edición especial; revisar año original para curated_year.
258,Start Me Up - Remastered 2009,The Rolling Stones,Tattoo You (2009 Re-Mastered),HITSTER - DIY,Playlist,GBUM70909474,7HKez549fwJQDzx3zLjHKC,7HKez549fwJQDzx3zLjHKC,spotify:track:7HKez549fwJQDzx3zLjHKC,Tattoo You (2009 Re-Mastered),,1981,review,Posible remaster/compilación/edición especial; revisar año original para curated_year.
259,Atrévete-Te-Te,Calle 13,Calle 13 (Explicit Version),HITSTER - DIY,Playlist,US3H30500209,1q8NdCAQ9QUjpYiqzdd3mv,1q8NdCAQ9QUjpYiqzdd3mv,spotify:track:1q8NdCAQ9QUjpYiqzdd3mv,Calle 13 (Explicit Version),,2005,review,Posible remaster/compilación/edición especial; revisar año original para curated_year.
260,Space Oddity - 1999 Remaster,David Bowie,Best of Bowie,HITSTER - DIY,Playlist,USJT19900001,74mVYAylZcHEY4WVFoFplV,74mVYAylZcHEY4WVFoFplV,spotify:track:74mVYAylZcHEY4WVFoFplV,Best of Bowie,,1969,review,Posible remaster/compilación/edición especial; revisar año original para curated_year.
261,Pena Penita Pena,Lola Flores,La Inimitable,HITSTER - DIY,Playlist,ES5378900031,2LpCMTQ8VM1ssTdfLjeyzQ,2LpCMTQ8VM1ssTdfLjeyzQ,spotify:track:2LpCMTQ8VM1ssTdfLjeyzQ,La Inimitable,,1953,pending,
262,"What Is Love - 7"" Mix",Haddaway,The Album,HITSTER - DIY,Playlist,DEA410500401,2IHaGyfxNoFPLJnaEg4GTs,2IHaGyfxNoFPLJnaEg4GTs,spotify:track:2IHaGyfxNoFPLJnaEg4GTs,The Album,,1993,pending,
263,Fiesta Pagana,Mägo de Oz,Finisterra,HITSTER - DIY,Playlist,ES6880400795,02dphTJYUQ9pmdNC52iyOz,02dphTJYUQ9pmdNC52iyOz,spotify:track:02dphTJYUQ9pmdNC52iyOz,Finisterra,,2000,pending,
264,Sarandonga,Lolita,Lola Lolita Lola,HITSTER - DIY,Playlist,ES5150154002,2zNDRGoRkNEkMhO5fcGTMv,2zNDRGoRkNEkMhO5fcGTMv,spotify:track:2zNDRGoRkNEkMhO5fcGTMv,Lola Lolita Lola,,2001,pending,
265,Cadillac solitario,Loquillo,Rock & Roll Star - 30 años,HITSTER - DIY,Playlist,ES5018404003,3VNxbWlw9oVvxSnSbeiCBb,3VNxbWlw9oVvxSnSbeiCBb,spotify:track:3VNxbWlw9oVvxSnSbeiCBb,Rock & Roll Star - 30 años,,1983,pending,
266,Princesas,Pereza,Animales,HITSTER - DIY,Playlist,ES5020500059,3hlWUNjAlbZ6nOjAbrivBv,3hlWUNjAlbZ6nOjAbrivBv,spotify:track:3hlWUNjAlbZ6nOjAbrivBv,Animales,,2005,pending,
267,Feel,Robbie Williams,Escapology,HITSTER - DIY,Playlist,GBFFG0200002,2Ms33RTRCT6gArrpcrPxmo,2Ms33RTRCT6gArrpcrPxmo,spotify:track:2Ms33RTRCT6gArrpcrPxmo,Escapology,,2002,pending,
268,Ni La Hora,Ana Guerra,Ni La Hora,HITSTER - DIY,Playlist,ES5701800506,1he4G9w0zh5GokInpOSINW,1he4G9w0zh5GokInpOSINW,spotify:track:1he4G9w0zh5GokInpOSINW,Ni La Hora,,2018,pending,
269,La Escoba,Los Sirex,Lo Mejor de los Sirex,HITSTER - DIY,Playlist,ES5026500008,1dgi28o666VmqNP1JALauv,1dgi28o666VmqNP1JALauv,spotify:track:1dgi28o666VmqNP1JALauv,Lo Mejor de los Sirex,,1965,pending,
270,Mis Manos en Tu Cintura,Salvatore Adamo,Adamo en Español - Cae la Nieve y Todos Sus Éxitos,HITSTER - DIY,Playlist,ES5299500173,6kFowCmp5RNQhsK8LzC0gp,6kFowCmp5RNQhsK8LzC0gp,spotify:track:6kFowCmp5RNQhsK8LzC0gp,Adamo en Español - Cae la Nieve y Todos Sus Éxitos,,1966,pending,
271,Girlfriend - Radio Edit,Avril Lavigne,Girlfriend EP,HITSTER - DIY,Playlist,USRC10700019,5xv4ggemGPNpowZAMwEYHH,5xv4ggemGPNpowZAMwEYHH,spotify:track:5xv4ggemGPNpowZAMwEYHH,Girlfriend EP,,2007,review,Posible remaster/compilación/edición especial; revisar año original para curated_year.
272,Como una Ola,Rocío Jurado,Coleccion Original: Rocio Jurado,HITSTER - DIY,Playlist,ES5028100144,1gNXYvLc14OmqK6gSJKLUM,1gNXYvLc14OmqK6gSJKLUM,spotify:track:1gNXYvLc14OmqK6gSJKLUM,Coleccion Original: Rocio Jurado,,1981,pending,
273,"Help, áyudame",Tony Ronald,"Help, ayudame",HITSTER - DIY,Playlist,ES5070100059,61VeJ59zufLceZXb1SSVKu,61VeJ59zufLceZXb1SSVKu,spotify:track:61VeJ59zufLceZXb1SSVKu,"Help, ayudame",,1971,pending,
274,Congratulations - 1998 Remaster,Cliff Richard,The Fiftieth Anniversary Album,HITSTER - DIY,Playlist,GBAYE9801630,1SOAN58QwnQABl2SND1wMh,1SOAN58QwnQABl2SND1wMh,spotify:track:1SOAN58QwnQABl2SND1wMh,The Fiftieth Anniversary Album,,1968,review,Posible remaster/compilación/edición especial; revisar año original para curated_year.
275,"I Will Survive - Original 7"" Version",Gloria Gaynor,I Will Survive (Phil Kelsey Remix),HITSTER - DIY,Playlist,USUM72110529,6fw12s3vAJQAt7lbICodwC,6fw12s3vAJQAt7lbICodwC,spotify:track:6fw12s3vAJQAt7lbICodwC,I Will Survive (Phil Kelsey Remix),,1978,pending,
276,Waterloo,ABBA,Waterloo,HITSTER - DIY,Playlist,SEAYD7415010,3Dy4REq8O09IlgiwuHQ3sk,3Dy4REq8O09IlgiwuHQ3sk,spotify:track:3Dy4REq8O09IlgiwuHQ3sk,Waterloo,,1974,pending,
277,Dragostea Din Tei,O-Zone,DiscO-Zone,HITSTER - DIY,Playlist,ROMSA0600487,2c3sKqWYVJ0NsE3elgRhKH,2c3sKqWYVJ0NsE3elgRhKH,spotify:track:2c3sKqWYVJ0NsE3elgRhKH,DiscO-Zone,,2003,pending,
278,Tres Veces Guapa,Jorge Sepúlveda,10 Grandes Éxitos,HITSTER - DIY,Playlist,QM7281546341,0GVQMLYWayDvznAkyz4esU,0GVQMLYWayDvznAkyz4esU,spotify:track:0GVQMLYWayDvznAkyz4esU,10 Grandes Éxitos,,1947,pending,
